# Prompts des 192 sprites ajoutés par le Grand Patch.
# Colonnes : destination <TAB> largeurxhauteur <TAB> description envoyée à PixelLab.
# Sert à régénérer l'illustration du patch de façon reproductible.
assets/rares/lunettes.png	64x64	banana wearing round nerd eyeglasses and holding a small book
assets/rares/moustache.png	64x64	banana with a big curly black handlebar moustache
assets/rares/chapeau.png	64x64	banana wearing a wide straw sun hat with a red ribbon
assets/rares/sportive.png	64x64	banana wearing a red sport headband and running sneakers, athletic
assets/rares/endormie.png	64x64	sleeping banana wearing a blue nightcap with zzz bubbles
assets/rares/confite.png	64x64	candied banana glazed in shiny sugar crystals and syrup
assets/rares/grillee.png	64x64	grilled banana with dark char stripes and rising smoke
assets/rares/tricotee.png	64x64	banana wearing a cozy knitted wool sweater and striped scarf
assets/rares/bulle.png	64x64	banana floating inside a big iridescent soap bubble
assets/rares/ressort.png	64x64	banana shaped like a coiled metal spring, bouncing
assets/rares/cyber.png	64x64	banana covered in glowing blue neon circuit lines, cyborg, sparks
assets/rares/mage.png	64x64	banana wearing a wizard hat and holding a magic wand, purple stars
assets/rares/viking.png	64x64	banana wearing a horned viking helmet and holding a round wooden shield
assets/rares/detective.png	64x64	banana wearing a detective deerstalker hat holding a magnifying glass
assets/rares/chef.png	64x64	banana wearing a tall white chef toque hat and holding a wooden spoon
assets/rares/surfeuse.png	64x64	banana riding a surfboard on a wave wearing sunglasses
assets/rares/pompier.png	64x64	banana wearing a red firefighter helmet holding a water hose
assets/rares/docteur.png	64x64	banana wearing a white doctor lab coat and a stethoscope
assets/rares/rockeuse.png	64x64	banana playing a red electric guitar with spiky punk hair and sunglasses
assets/rares/cowboy.png	64x64	banana wearing a brown cowboy hat holding a rope lasso, western
assets/rares/geisha.png	64x64	banana wearing a pink japanese kimono holding a cherry blossom fan
assets/rares/alchimique.png	64x64	banana inside a glass laboratory flask with bubbling green potion
assets/rares/mecha.png	64x64	giant robot mecha banana with grey metal armor plates and glowing thrusters
assets/rares/pharaon.png	64x64	banana wearing a golden egyptian pharaoh headdress with hieroglyphs
assets/rares/yeti.png	64x64	banana covered in thick shaggy white yeti fur with icicles and snow
assets/rares/kraken.png	64x64	banana with purple octopus tentacles, sea monster
assets/rares/dinosaure.png	64x64	banana with green dinosaur scales, back spikes and tiny t-rex arms
assets/rares/neon.png	64x64	banana made of glowing pink and cyan neon tubes
assets/rares/magma.png	64x64	banana made of molten lava with glowing orange cracks and dripping magma
assets/rares/sable.png	64x64	banana made of flowing golden desert sand pouring like an hourglass
assets/rares/porcelaine.png	64x64	white porcelain banana with delicate blue painted patterns and gold repair cracks
assets/rares/papillon.png	64x64	banana with large colorful butterfly wings
assets/rares/orage.png	64x64	banana inside a dark storm cloud with yellow lightning bolts and rain
assets/rares/grimoire.png	64x64	banana shaped like an ancient spellbook with runes and open pages
assets/rares/seraphin.png	64x64	banana with white feathered angel wings and a golden halo
assets/rares/demon.png	64x64	dark red banana with demon horns, bat wings and a small trident
assets/rares/kitsune.png	64x64	banana with nine glowing white fox tails and a japanese fox mask
assets/rares/aurore.png	64x64	banana glowing with green and purple northern lights aurora and stars
assets/rares/obsidienne.png	64x64	black obsidian volcanic glass banana with sharp edges and red inner glow
assets/rares/horloger.png	64x64	banana made of brass clockwork gears and cogs, steampunk
assets/rares/abysse.png	64x64	deep sea anglerfish banana with a glowing lure antenna in dark water
assets/rares/karma.png	64x64	banana floating in a golden zen mandala circle with lotus petals
assets/rares/tornade.png	64x64	banana in the center of a swirling grey tornado funnel with debris
assets/rares/sylvestre.png	64x64	banana made of living tree bark with leaves, moss and tiny flowers
assets/rares/bigbang.png	64x64	banana exploding into a cosmic big bang with galaxies and light rays
assets/rares/ouroboros.png	64x64	banana curved into a golden ouroboros snake eating its own tail
assets/rares/paradoxe.png	64x64	impossible escher penrose banana, paradox geometry, optical illusion
assets/rares/singularite.png	64x64	banana collapsing into a black hole singularity with a glowing event horizon
assets/rares/genese.png	64x64	glowing seed of creation sprouting a tree of light, banana shaped
assets/rares/multiversel.png	64x64	banana splitting into infinite mirrored parallel dimensions, prismatic
assets/rares/entropie.png	64x64	banana dissolving into fractal dust particles and decaying entropy
